Name,Alternate Name,Position,Team,Minutes,Age,Height,Weight,Offensive Role,Perimeter Shot,Grade,Off-Ball Movement,Grade,One on One,Grade,Finishing,Grade,Roll Gravity,Grade,Playmaking,Grade,Post Play,Grade,Perimeter Defense,Grade,Interior Defense,Grade,OReb,Grade,DReb,Grade,Usage,Grade,Self Creation,Grade,Year,Advanced Position
JJ Hickson,JJ Hickson,SF,CHI,0,23,6-Jun,210,,0.238,D-,0.389,D+,0.546,C+,0,F,0.903,A,0.752,B+,0.128,F,0.119,F,0.699,B,0.748,B+,0.941,A,0.426,Low,0.246,Low,2014-15,Wing
PJ Hairston,PJ Hairston,SF,BOS,0,26,9-Jun,242,,0.591,C+,0.215,D-,0.716,B,0,F,0.144,F,0.579,C+,0,F,0.298,D,0.387,D+,0.456,C-,0.515,C,0.268,Low,0.1686,Low,2014-15,Wing
AJ Price,AJ Price,SF,MIN,0,22,6-Jun,230,,0.526,C,0.101,F,0.452,C-,0,F,0,F,0.483,C,0,F,0.259,D-,0.188,F,0.302,D,0.211,D-,0.115,Low,0.5333,High,2014-15,Wing
Johnny OBryant,Johnny O'Bryant III,SF,MIL,0,28,2-Jun,195,Pick + Pop Bigs,0.002,F,0.783,B+,0.154,F,0,F,0.473,C,0.435,C-,0.402,C-,0.312,D,0.175,F,0.625,B-,0.061,F,0.181,Low,0.1297,Low,2014-15,Wing
Draymond Green,Draymond Green,PF,GSW,"3,687",22,9-Jun,265,Glue Guys,0.861,A-,0.865,A-,0.918,A,0.772,B+,0.912,A,0.95,A,0.415,C-,0.687,B,0.939,A,0.711,B,0.981,A,0.881,High,0.2832,Medium,2015-16,Big
Kyle Lowry,Kyle Lowry,PG,TOR,"3,617",30,6-0,205,Primary Creators,0.989,A,0.583,C+,0.735,B,0.675,B,0.571,C+,0.838,A-,0.547,C+,0.834,A-,0.371,D+,0.304,D,0.396,D+,0.97,High,0.6206,High,2015-16,Guard
DeMar DeRozan,DeMar DeRozan,SG,TOR,"3,550",26,7-Jun,220,Mega Creators,0.68,B,0.44,C-,0.941,A,0.813,A-,0.691,B,0.897,A-,0.669,B,0.504,C,0.393,D+,0.4,C-,0.715,B,0.953,High,0.6476,High,2015-16,Wing
LeBron James,LeBron James,SF,CLE,"3,531",31,8-Jun,250,Tall Creators,0.659,B-,0.838,A-,0.907,A,1,A,0.954,A,0.98,A,0.897,A-,0.786,B+,0.827,A-,0.771,B+,0.918,A,0.981,High,0.6792,High,2015-16,Wing
Klay Thompson,Klay Thompson,SG,GSW,"3,515",26,7-Jun,215,Movement Wings,0.996,A,0.958,A,0.899,A-,0.701,B,0.739,B,0.701,B,0.594,C+,0.537,C,0.612,B-,0.168,F,0.333,D,0.88,High,0.2051,Low,2015-16,Wing
Russell Westbrook,Russell Westbrook,PG,OKC,"3,424",27,3-Jun,200,Primary Creators,0.617,B-,0.457,C-,0.688,B,0.849,A-,0.686,B,0.985,A,0.926,A,0.832,A-,0.586,C+,0.73,B,0.881,A-,0.993,High,0.7907,High,2015-16,Guard
James Harden,James Harden,SG,HOU,"3,318",26,5-Jun,220,Mega Creators,0.964,A,0.857,A-,0.956,A,0.875,A-,0.754,B+,0.981,A,0.861,A-,0.731,B,0.268,D,0.354,D+,0.878,A-,0.99,High,0.7464,High,2015-16,Wing
Stephen Curry,Stephen Curry,PG,GSW,"3,314",28,3-Jun,190,Primary Creators,0.998,A,0.998,A,0.998,A,0.955,A,0.705,B,0.965,A,0.691,B,0.862,A-,0.583,C+,0.409,C-,0.719,B,0.986,High,0.5143,High,2015-16,Guard
Kevin Durant,Kevin Durant,SF,OKC,"3,304",27,9-Jun,240,Tall Creators,0.992,A,0.802,A-,0.937,A,0.942,A,0.832,A-,0.961,A,0.937,A,0.555,C+,0.707,B,0.405,C-,0.914,A,0.96,High,0.5299,High,2015-16,Wing
CJ McCollum,C.J. McCollum,SG,POR,"3,222",24,4-Jun,200,Primary Creators,0.994,A,0.768,B+,0.832,A-,0.475,C,0.585,C+,0.713,B,0.501,C,0.542,C+,0.636,B-,0.252,D-,0.442,C-,0.947,High,0.5906,High,2015-16,Guard
Joe Johnson,Joe Johnson,SF,MIA,"3,195",35,7-Jun,240,Tall Creators,0.926,A,0.832,A-,0.737,B,0.237,D-,0.408,C-,0.889,A-,0.884,A-,0.408,C-,0.247,D-,0.356,D+,0.662,B,0.756,Medium,0.5844,High,2015-16,Wing
Kemba Walker,Kemba Walker,PG,CHO,"3,145",26,1-Jun,184,Primary Creators,0.952,A,0.928,A,0.741,B+,0.632,B-,0.265,D,0.719,B,0.246,D-,0.715,B,0.281,D,0.329,D,0.543,C+,0.966,High,0.6877,High,2015-16,Guard
Damian Lillard,Damian Lillard,PG,POR,"3,113",25,3-Jun,195,Mega Creators,0.977,A,0.739,B,0.983,A,0.512,C,0.455,C-,0.977,A,0.484,C,0.339,D,0.396,D+,0.229,D-,0.346,D+,0.988,High,0.7131,High,2015-16,Guard
Serge Ibaka,Serge Ibaka,PF,OKC,"3,102",26,10-Jun,245,Pick + Pop Bigs,0.573,C+,0.564,C+,0.335,D,0.852,A-,0.728,B,0.065,F,0.909,A,0.261,D,0.888,A-,0.744,B+,0.574,C+,0.602,Medium,0.0581,Low,2015-16,Big
Paul George,Paul George,SF,IND,"3,094",26,9-Jun,220,Secondary Creators,0.968,A,0.939,A,0.811,A-,0.688,B,0.768,B+,0.949,A,0.398,D+,0.737,B,0.545,C+,0.47,C,0.683,B,0.956,High,0.492,Medium,2015-16,Wing
JR Smith,J.R. Smith,SG,CLE,"3,092",30,6-Jun,225,Movement Wings,0.985,A,0.952,A,0.699,B,0.213,D-,0.472,C,0.387,D+,0.322,D,0.514,C,0.478,C,0.625,B-,0.474,C,0.621,Medium,0.2589,Medium,2015-16,Wing
Trevor Ariza,Trevor Ariza,SF,HOU,"3,040",31,8-Jun,215,Spot-up Wings,0.891,A-,0.808,A-,0.491,C,0.462,C,0.598,C+,0.538,C,0.497,C,0.596,C+,0.328,D,0.468,C,0.562,C+,0.688,Medium,0.1574,Low,2015-16,Wing
Kevin Love,Kevin Love,PF,CLE,"3,037",27,10-Jun,251,Versatile Bigs,0.766,B+,0.613,B-,0.857,A-,0.376,D+,0.669,B,0.518,C,0.966,A,0.3,D,0.47,C,0.868,A-,0.966,A,0.869,High,0.3312,Medium,2015-16,Big
Paul Millsap,Paul Millsap,PF,ATL,"3,012",31,8-Jun,246,Versatile Bigs,0.575,C+,0.402,C-,0.733,B,0.798,B+,0.821,A-,0.905,A,0.983,A,0.645,B-,0.773,B+,0.891,A-,0.602,B-,0.899,High,0.3048,Medium,2015-16,Big
Marcus Morris,Marcus Morris,SF,DET,"3,000",26,9-Jun,235,Glue Guys,0.829,A-,0.855,A-,0.792,B+,0.774,B+,0.488,C,0.721,B,0.933,A,0.501,C,0.564,C+,0.543,C+,0.56,C+,0.779,Medium,0.4894,Medium,2015-16,Wing
Monta Ellis,Monta Ellis,SG,IND,"2,959",30,3-Jun,185,Primary Creators,0.632,B-,0.448,C-,0.722,B,0.716,B,0.451,C-,0.931,A,0.764,B+,0.864,A-,0.457,C-,0.249,D-,0.268,D,0.869,High,0.6076,High,2015-16,Guard
Al Horford,Al Horford,C,ATL,"2,958",30,10-Jun,245,Pick + Pop Bigs,0.638,B-,0.377,D+,0.779,B+,0.933,A,0.981,A,0.902,A,0.882,A-,0.444,C-,0.878,A-,0.7,B,0.522,C,0.823,Medium,0.2103,Low,2015-16,Big
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,SG,DET,"2,950",23,5-Jun,205,Secondary Creators,0.661,B,0.333,D,0.869,A-,0.705,B,0.413,C-,0.314,D,0.779,B+,0.542,C+,0.619,B-,0.667,B,0.352,D+,0.702,Medium,0.3809,Medium,2015-16,Wing
Gordon Hayward,Gordon Hayward,SF,UTA,"2,893",26,8-Jun,226,Secondary Creators,0.749,B+,0.573,C+,0.842,A-,0.763,B+,0.838,A-,0.918,A,0.821,A-,0.572,C+,0.578,C+,0.394,D+,0.788,B+,0.933,High,0.4519,Medium,2015-16,Wing
Tristan Thompson,Tristan Thompson,PF,CLE,"2,891",25,9-Jun,238,Roll + Cut Bigs,0.002,F,0.509,C,0.446,C-,0.899,A-,0.994,A,0.039,F,0.787,B+,0.38,D+,0.843,A-,0.969,A,0.937,A,0.43,Low,0.0791,Low,2015-16,Big
Luol Deng,Luol Deng,PF,MIA,"2,889",31,9-Jun,220,Tall Spot-up Wings,0.697,B,0.385,D+,0.594,C+,0.918,A,0.735,B,0.488,C,0.577,C+,0.567,C+,0.412,C-,0.788,B+,0.698,B,0.679,Medium,0.168,Low,2015-16,Wing
Isaiah Thomas,Isaiah Thomas,PG,BOS,"2,864",27,9-May,185,Primary Creators,0.916,A,0.949,A,0.758,B+,0.624,B-,0.295,D,0.964,A,0.206,D-,0.63,B-,0.29,D,0.143,F,0.273,D,0.976,High,0.5279,High,2015-16,Guard
Khris Middleton,Khris Middleton,SG,MIL,"2,852",24,8-Jun,234,Secondary Creators,0.981,A,0.735,B,0.808,A-,0.598,C+,0.526,C,0.935,A,0.749,B+,0.847,A-,0.475,C,0.327,D,0.457,C-,0.899,High,0.4608,Medium,2015-16,Wing
Andrew Wiggins,Andrew Wiggins,SF,MIN,"2,845",21,8-Jun,199,Tall Creators,0.547,C+,0.495,C,0.973,A,0.961,A,0.914,A,0.37,D+,0.973,A,0.513,C,0.645,B-,0.637,B-,0.216,D-,0.89,High,0.4832,Medium,2015-16,Wing
Goran Dragic,Goran Dragic,PG,MIA,"2,835",30,3-Jun,190,Primary Creators,0.585,C+,0.491,C,0.499,C,0.94,A,0.465,C,0.74,B+,0.682,B,0.588,C+,0.611,B-,0.476,C,0.338,D,0.9,High,0.5919,High,2015-16,Guard
Giannis Antetokounmpo,Giannis Antetokounmpo,PG,MIL,"2,823",21,11-Jun,222,Tall Creators,0.404,C-,0.408,C-,0.726,B,0.991,A,0.859,A-,0.596,C+,0.629,B-,0.595,C+,0.808,A-,0.665,B,0.889,A-,0.897,High,0.4604,Medium,2015-16,Guard
Wesley Matthews,Wesley Matthews,SF,DAL,"2,817",29,5-Jun,220,Spot-up Wings,0.872,A-,0.64,B-,0.606,B-,0.174,F,0.438,C-,0.382,D+,0.834,A-,0.549,C+,0.263,D,0.184,F,0.614,B-,0.692,Medium,0.2932,Medium,2015-16,Wing
Andre Drummond,Andre Drummond,C,DET,"2,797",22,11-Jun,279,Versatile Bigs,0.215,D-,0.341,D+,0.552,C+,0.963,A,0.992,A,0.098,F,0.514,C,0.488,C,0.849,A-,0.994,A,0.887,A-,0.806,Medium,0.3833,Medium,2015-16,Big
DeAndre Jordan,DeAndre Jordan,C,LAC,"2,796",27,11-Jun,265,Roll + Cut Bigs,0.118,F,0.762,B+,0.444,C-,0.968,A,1,A,0.065,F,0.667,B,0.377,D+,0.949,A,0.956,A,0.998,A,0.633,Medium,0.121,Low,2015-16,Big
Harrison Barnes,Harrison Barnes,SF,GSW,"2,785",24,8-Jun,225,Glue Guys,0.819,A-,0.36,D+,0.848,A-,0.553,C+,0.741,B+,0.413,C-,0.848,A-,0.455,C-,0.578,C+,0.579,C+,0.382,D+,0.584,Medium,0.3438,Medium,2015-16,Wing
John Wall,John Wall,PG,WAS,"2,784",25,4-Jun,195,Primary Creators,0.762,B+,0.185,F,0.486,C,0.738,B,0.221,D-,0.987,A,0.587,C+,0.764,B+,0.623,B-,0.226,D-,0.637,B-,0.981,High,0.7351,High,2015-16,Guard
George Hill,George Hill,PG,IND,"2,759",30,3-Jun,188,Secondary Creators,0.958,A,0.966,A,0.556,C+,0.611,B-,0.667,B,0.535,C,0.651,B-,0.723,B,0.427,C-,0.44,C-,0.403,C-,0.73,Medium,0.4638,Medium,2015-16,Guard
Dwyane Wade,Dwyane Wade,SG,MIA,"2,731",34,4-Jun,220,Tall Creators,0.343,D+,0.6,C+,0.789,B+,0.981,A,0.611,B-,0.962,A,0.688,B,0.668,B,0.514,C,0.683,B,0.377,D+,0.941,High,0.7001,High,2015-16,Guard
Kawhi Leonard,Kawhi Leonard,SF,SAS,"2,719",25,7-Jun,230,Glue Guys,0.987,A,0.983,A,0.954,A,0.983,A,0.842,A-,0.781,B+,0.949,A,0.824,A-,0.866,A-,0.742,B+,0.96,A,0.891,High,0.4655,Medium,2015-16,Wing
Kyle Korver,Kyle Korver,SG,ATL,"2,717",35,7-Jun,212,Movement Wings,0.979,A,0.979,A,0.383,D+,0.054,F,0.267,D,0.561,C+,0,F,0.616,B-,0.485,C,0.119,F,0.201,D-,0.488,Low,0.0844,Low,2015-16,Wing
Al Farouq Aminu,Al-Farouq Aminu,SF,POR,"2,713",25,9-Jun,215,Spot-up Wings,0.756,B+,0.549,C+,0.434,C-,0.488,C,0.581,C+,0.548,C+,0.48,C,0.503,C,0.686,B,0.692,B,0.792,B+,0.621,Medium,0.1704,Low,2015-16,Wing
Tobias Harris,Tobias Harris,PF,DET,"2,669",23,9-Jun,235,Glue Guys,0.642,B-,0.905,A,0.825,A-,0.901,A,0.92,A,0.628,B-,0.935,A,0.399,D+,0.635,B-,0.597,C+,0.849,A-,0.782,Medium,0.3569,Medium,2015-16,Wing
Dion Waiters,Dion Waiters,SG,OKC,"2,643",24,4-Jun,220,Mega Creators,0.815,A-,0.653,B-,0.602,B-,0.361,D+,0.263,D,0.698,B,0.808,A-,0.664,B,0.609,B-,0.382,D+,0.426,C-,0.593,Medium,0.534,High,2015-16,Wing
Karl-Anthony Towns,Karl-Anthony Towns,C,MIN,"2,627",20,7-0,244,Versatile Bigs,0.459,C-,0.827,A-,0.992,A,0.998,A,0.783,B+,0.637,B-,0.987,A,0.299,D,0.778,B+,0.897,A-,0.803,A-,0.87,High,0.284,Medium,2015-16,Big
Patrick Patterson,Patrick Patterson,PF,TOR,"2,603",27,9-Jun,235,Pick + Pop Bigs,0.728,B,0.76,B+,0.891,A-,0.348,D+,0.512,C,0.086,F,0.64,B-,0.474,C,0.718,B,0.721,B,0.287,D,0.478,Low,0.0366,Low,2015-16,Wing
LaMarcus Aldridge,LaMarcus Aldridge,PF,SAS,"2,598",30,11-Jun,240,Versatile Bigs,0.196,F,0.589,C+,0.863,A-,0.989,A,0.802,A-,0.193,F,1,A,0.352,D+,0.726,B,0.904,A,0.91,A,0.873,High,0.3843,Medium,2015-16,Big
Nicolas Batum,Nicolas Batum,SF,CHO,"2,592",27,8-Jun,200,Secondary Creators,0.88,A-,0.987,A,0.512,C,0.843,A-,0.505,C,0.973,A,0.491,C,0.489,C,0.471,C,0.436,C-,0.811,A-,0.877,High,0.439,Medium,2015-16,Wing
Courtney Lee,Courtney Lee,SG,CHO,"2,591",30,5-Jun,200,Spot-up Wings,0.787,B+,0.678,B,0.783,B+,0.43,C-,0.402,C-,0.483,C,0.204,D-,0.77,B+,0.473,C,0.218,D-,0.432,C-,0.534,Low,0.2713,Medium,2015-16,Wing
Reggie Jackson,Reggie Jackson,PG,DET,"2,571",26,3-Jun,208,Primary Creators,0.832,A-,0.326,D,0.878,A-,0.69,B,0.253,D-,0.981,A,0.244,D-,0.429,C-,0.137,F,0.503,C,0.151,F,0.958,High,0.8243,High,2015-16,Guard
Avery Bradley,Avery Bradley,SG,BOS,"2,569",25,2-Jun,180,Movement Wings,0.853,A-,0.842,A-,0.794,B+,0.892,A-,0.562,C+,0.725,B,0.274,D,0.727,B,0.479,C,0.426,C-,0.099,F,0.736,Medium,0.2297,Low,2015-16,Wing
Steven Adams,Steven Adams,C,OKC,"2,567",22,7-0,255,Roll + Cut Bigs,0.002,F,0.737,B,0.101,F,0.873,A-,0.989,A,0.041,F,0.872,A-,0.393,D+,0.917,A,0.895,A-,0.329,D,0.485,Low,0.0907,Low,2015-16,Big
Marvin Williams,Marvin Williams,PF,CHO,"2,566",30,9-Jun,237,Tall Spot-up Wings,0.96,A,0.575,C+,0.838,A-,0.443,C-,0.792,B+,0.123,F,0.92,A,0.487,C,0.742,B+,0.853,A-,0.618,B-,0.652,Medium,0.0821,Low,2015-16,Wing
Evan Fournier,Evan Fournier,SF,ORL,"2,566",23,7-Jun,205,Secondary Creators,0.956,A,0.971,A,0.947,A,0.785,B+,0.636,B-,0.796,B+,0.657,B-,0.603,B-,0.336,D,0.128,F,0.182,F,0.786,Medium,0.3415,Medium,2015-16,Wing
Justise Winslow,Justise Winslow,SF,MIA,"2,562",20,7-Jun,225,Tall Spot-up Wings,0.434,C-,0.516,C,0.436,C-,0.63,B-,0.872,A-,0.274,D,0.512,C,0.638,B-,0.734,B,0.568,C+,0.658,B-,0.456,Low,0.1727,Low,2015-16,Wing
Jordan Clarkson,Jordan Clarkson,SG,LAL,"2,552",24,5-Jun,194,Primary Creators,0.754,B+,0.861,A-,0.766,B+,0.559,C+,0.566,C+,0.423,C-,0.571,C+,0.503,C,0.154,F,0.474,C,0.145,F,0.852,High,0.5812,High,2015-16,Guard
Chris Paul,Chris Paul,PG,LAC,"2,545",31,6-0,175,Primary Creators,0.905,A,0.124,F,0.777,B+,0.692,B,0.269,D,0.987,A,0.874,A-,0.796,B+,0.404,C-,0.331,D,0.495,C,0.963,High,0.8452,High,2015-16,Guard
Rodney Hood,Rodney Hood,SG,UTA,"2,541",23,8-Jun,206,Secondary Creators,0.901,A,0.263,D,0.975,A,0.533,C,0.457,C-,0.699,B,0.842,A-,0.465,C,0.447,C-,0.352,D+,0.4,C-,0.829,Medium,0.4584,Medium,2015-16,Wing
PJ Tucker,P.J. Tucker,SF,PHO,"2,540",31,6-Jun,245,Glue Guys,0.623,B-,0.688,B,0.406,C-,0.54,C,0.653,B-,0.523,C,0.459,C-,0.737,B,0.657,B-,0.86,A-,0.883,A-,0.536,Low,0.2476,Low,2015-16,Wing
Rajon Rondo,Rajon Rondo,PG,SAC,"2,537",30,1-Jun,186,Primary Creators,0.731,B,0.606,B-,0.448,C-,0.89,A-,0.335,D,0.987,A,0.333,D,0.819,A-,0.25,D-,0.461,C,0.679,B,0.912,High,0.6555,High,2015-16,Guard
Dirk Nowitzki,Dirk Nowitzki,PF,DAL,"2,534",38,7-0,245,Versatile Bigs,0.878,A-,0.872,A-,0.884,A-,0.753,B+,0.72,B,0.472,C,0.96,A,0.343,D+,0.793,B+,0.556,C+,0.765,B+,0.881,High,0.3862,Medium,2015-16,Big
Jeff Teague,Jeff Teague,PG,ATL,"2,534",28,2-Jun,186,Primary Creators,0.903,A,0.337,D,0.604,B-,0.508,C,0.225,D-,0.957,A,0.813,A-,0.754,B+,0.392,D+,0.149,F,0.229,D-,0.93,High,0.7321,High,2015-16,Guard
Carmelo Anthony,Carmelo Anthony,SF,NYK,"2,530",32,8-Jun,240,Tall Creators,0.804,A-,0.891,A-,0.962,A,0.585,C+,0.796,B+,0.952,A,0.971,A,0.532,C,0.424,C-,0.74,B+,0.948,A,0.951,High,0.6872,High,2015-16,Wing
Jae Crowder,Jae Crowder,SF,BOS,"2,505",25,6-Jun,235,Spot-up Wings,0.722,B,0.943,A,0.859,A-,0.811,A-,0.863,A-,0.306,D,0.846,A-,0.6,C+,0.329,D,0.518,C,0.7,B,0.723,Medium,0.1704,Low,2015-16,Wing
Andre Iguodala,Andre Iguodala,SF,GSW,"2,499",32,6-Jun,215,Glue Guys,0.686,B,0.648,B-,0.676,B,0.815,A-,0.646,B-,0.833,A-,0.638,B-,0.622,B-,0.454,C-,0.725,B,0.564,C+,0.489,Low,0.2744,Medium,2015-16,Wing
Cory Joseph,Cory Joseph,SG,TOR,"2,498",24,3-Jun,190,Primary Creators,0.453,C-,0.962,A,0.659,B-,0.714,B,0.171,F,0.534,C,0.417,C-,0.729,B,0.74,B,0.191,F,0.082,F,0.704,Medium,0.7075,High,2015-16,Guard
Evan Turner,Evan Turner,SG,BOS,"2,485",27,7-Jun,220,Tall Creators,0.381,D+,0.48,C,0.931,A,0.757,B+,0.404,C-,0.937,A,0.905,A,0.696,B,0.548,C+,0.386,D+,0.939,A,0.791,Medium,0.6304,High,2015-16,Wing
Jimmy Butler,Jimmy Butler,SG,CHI,"2,474",26,7-Jun,220,Tall Creators,0.625,B-,0.945,A,0.905,A,0.959,A,0.893,A-,0.944,A,0.781,B+,0.6,C+,0.619,B-,0.547,C+,0.237,D-,0.927,High,0.5957,High,2015-16,Wing
Dwight Howard,Dwight Howard,C,HOU,"2,460",30,11-Jun,265,,0.116,F,0.693,B,0.118,F,0.978,A,0.975,A,0.287,D,0.558,C+,0.461,C,0.755,B+,0.92,A,0.977,A,0.727,Medium,0.3954,Medium,2015-16,Big
Brook Lopez,Brook Lopez,C,BRK,"2,457",28,7-0,275,Versatile Bigs,0.227,D-,0.709,B,0.979,A,0.912,A,0.882,A-,0.727,B,0.996,A,0.399,D+,0.967,A,0.813,A-,0.857,A-,0.899,High,0.397,Medium,2015-16,Big
Kyrie Irving,Kyrie Irving,PG,CLE,"2,441",24,3-Jun,193,Mega Creators,0.701,B,0.912,A,0.909,A,0.727,B,0.491,C,0.718,B,0.832,A-,0.521,C,0.395,D+,0.545,C+,0.243,D-,0.947,High,0.7315,High,2015-16,Guard
Gary Harris,Gary Harris,SG,DEN,"2,439",21,4-Jun,210,Movement Wings,0.735,B,0.895,A-,0.6,C+,0.617,B-,0.676,B,0.671,B,0.238,D-,0.552,C+,0.482,C,0.549,C+,0.317,D,0.608,Medium,0.1912,Low,2015-16,Wing
Hassan Whiteside,Hassan Whiteside,C,MIA,"2,416",27,7-0,265,Versatile Bigs,0.002,F,0.497,C,0.718,B,0.994,A,0.998,A,0.061,F,0.564,C+,0.252,D-,0.901,A,0.983,A,0.818,A-,0.649,Medium,0.2687,Medium,2015-16,Big
Jeff Green,Jeff Green,SF,LAC,"2,412",29,9-Jun,235,Glue Guys,0.581,C+,0.68,B,0.968,A,0.742,B+,0.819,A-,0.547,C+,0.598,C+,0.406,C-,0.711,B,0.537,C,0.503,C,0.717,Medium,0.4352,Medium,2015-16,Wing
Jabari Parker,Jabari Parker,PF,MIL,"2,408",21,8-Jun,250,Glue Guys,0.318,D,0.552,C+,0.749,B+,0.884,A-,0.764,B+,0.424,C-,0.941,A,0.482,C,0.225,D-,0.748,B+,0.296,D,0.778,Medium,0.287,Medium,2015-16,Wing
Kent Bazemore,Kent Bazemore,SF,ATL,"2,408",26,5-Jun,201,Glue Guys,0.726,B,0.989,A,0.693,B,0.546,C+,0.474,C,0.762,B+,0.438,C-,0.78,B+,0.595,C+,0.216,D-,0.644,B-,0.734,Medium,0.2809,Medium,2015-16,Wing
Thaddeus Young,Thaddeus Young,PF,BRK,"2,407",28,8-Jun,221,Versatile Bigs,0.295,D,0.451,C-,0.865,A-,0.886,A-,0.952,A,0.262,D,0.962,A,0.729,B,0.585,C+,0.795,B+,0.992,A,0.836,Medium,0.3293,Medium,2015-16,Big
Allen Crabbe,Allen Crabbe,SG,POR,"2,407",24,6-Jun,210,Movement Wings,0.92,A,0.844,A-,0.558,C+,0.538,C,0.722,B,0.171,F,0.592,C+,0.43,C-,0.514,C,0.237,D-,0.541,C+,0.523,Low,0.1266,Low,2015-16,Wing
Mason Plumlee,Mason Plumlee,C,POR,"2,390",26,11-Jun,235,Roll + Cut Bigs,0.171,F,0.531,C,0.432,C-,0.662,B,0.84,A-,0.869,A-,0.777,B+,0.422,C-,0.81,A-,0.826,A-,0.734,B,0.645,Medium,0.1813,Low,2015-16,Big
Victor Oladipo,Victor Oladipo,SG,ORL,"2,379",24,4-Jun,210,Primary Creators,0.707,B,0.909,A,0.716,B,0.581,C+,0.589,C+,0.791,B+,0.699,B,0.848,A-,0.52,C,0.415,C-,0.331,D,0.879,High,0.5164,High,2015-16,Guard
Rudy Gay,Rudy Gay,SF,SAC,"2,379",29,8-Jun,230,Glue Guys,0.669,B,0.404,C-,0.773,B+,0.766,B+,0.758,B+,0.312,D,0.952,A,0.636,B-,0.334,D,0.65,B-,0.929,A,0.821,Medium,0.4232,Medium,2015-16,Wing
Arron Afflalo,Arron Afflalo,SG,NYK,"2,371",30,5-Jun,210,Movement Wings,0.935,A,0.893,A-,0.867,A-,0.301,D,0.383,D+,0.395,D+,0.895,A-,0.302,D,0.346,D+,0.09,F,0.723,B,0.723,Medium,0.4054,Medium,2015-16,Wing
Raymond Felton,Raymond Felton,PG,DAL,"2,364",32,1-Jun,205,Primary Creators,0.543,C+,0.657,B-,0.844,A-,0.574,C+,0.173,F,0.635,B-,0.118,F,0.564,C+,0.423,C-,0.434,C-,0.369,D+,0.752,Medium,0.6476,High,2015-16,Guard
Will Barton,Will Barton,SG,DEN,"2,353",25,6-Jun,175,Secondary Creators,0.747,B+,0.882,A-,0.731,B,0.776,B+,0.594,C+,0.706,B,0.364,D+,0.585,C+,0.621,B-,0.279,D,0.826,A-,0.821,Medium,0.4444,Medium,2015-16,Guard
Danny Green,Danny Green,SG,SAS,"2,329",29,6-Jun,215,Spot-up Wings,0.703,B,0.638,B-,0.261,D,0.28,D,0.48,C,0.215,D-,0.263,D,0.772,B+,0.828,A-,0.631,B-,0.379,D+,0.522,Low,0.084,Low,2015-16,Wing
Matt Barnes,Matt Barnes,SF,MEM,"2,329",36,7-Jun,226,Tall Spot-up Wings,0.682,B,0.303,D,0.518,C,0.449,C-,0.756,B+,0.766,B+,0.575,C+,0.523,C,0.311,D,0.671,B,0.816,A-,0.722,Medium,0.158,Low,2015-16,Wing
Jamal Crawford,Jamal Crawford,SG,LAC,"2,325",36,5-Jun,195,Mega Creators,0.848,A-,0.446,C-,0.989,A,0.531,C,0.436,C-,0.551,C+,0.187,F,0.568,C+,0.351,D+,0.264,D,0.057,F,0.808,Medium,0.6253,High,2015-16,Wing
Ricky Rubio,Ricky Rubio,PG,MIN,"2,323",25,4-Jun,194,Primary Creators,0.587,C+,0.198,F,0.366,D+,0.267,D,0.238,D-,0.984,A,0.147,F,0.708,B,0.283,D,0.321,D,0.568,C+,0.856,High,0.6006,High,2015-16,Guard
Greg Monroe,Greg Monroe,C,MIL,"2,314",26,11-Jun,265,Versatile Bigs,0.114,F,0.524,C,0.958,A,0.938,A,0.956,A,0.806,A-,0.863,A-,0.396,D+,0.654,B-,0.855,A-,0.897,A-,0.806,Medium,0.4375,Medium,2015-16,Big
Bismack Biyombo,Bismack Biyombo,C,TOR,"2,314",23,9-Jun,245,Roll + Cut Bigs,0.122,F,0.297,D,0.213,D-,0.746,B+,0.968,A,0.025,F,0.754,B+,0.227,D-,0.966,A,0.857,A-,0.86,A-,0.34,Low,0.0451,Low,2015-16,Big
Zach LaVine,Zach LaVine,SG,MIN,"2,294",21,5-Jun,189,Primary Creators,0.962,A,0.505,C,0.952,A,0.925,A,0.4,D+,0.632,B-,0.269,D,0.48,C,0.177,F,0.134,F,0.361,D+,0.846,Medium,0.5136,High,2015-16,Guard
Pau Gasol,Pau Gasol,C,CHI,"2,291",35,7-0,250,Versatile Bigs,0.451,C-,0.526,C,0.935,A,0.729,B,0.726,B,0.948,A,0.503,C,0.285,D,0.875,A-,0.78,B+,0.79,B+,0.918,High,0.3091,Medium,2015-16,Big
Julius Randle,Julius Randle,PF,LAL,"2,286",21,9-Jun,250,Glue Guys,0.333,D,0.539,C,0.72,B,0.731,B,0.573,C+,0.434,C-,0.465,C,0.381,D+,0.213,D-,0.782,B+,0.99,A,0.785,Medium,0.46,Medium,2015-16,Big
Otto Porter Jr.,Otto Porter,SF,WAS,"2,276",23,8-Jun,198,Glue Guys,0.745,B+,0.922,A,0.387,D+,0.824,A-,0.876,A-,0.421,C-,0.646,B-,0.747,B+,0.412,C-,0.736,B,0.771,B+,0.576,Medium,0.1804,Low,2015-16,Wing
